,0
annual_return,0.6026520186906836
annual_return_std,0.17372031305834076
return_std_ratio,3.4690935566544487
maxdd,0.03986951794128202
total_fee_ratio,0.6765315192458077
total_trading_days,230.0
total_switching_times,230.0
