,0
annual_return,0.4283557927313255
annual_return_std,0.10682907686849549
return_std_ratio,4.00973035888556
maxdd,0.06947641815713412
total_fee_ratio,0.7227563793426492
total_trading_days,485.0
total_switching_times,252.0
