,0
annual_return,0.2693123289763095
annual_return_std,0.20443917685044727
return_std_ratio,1.317322506993455
daily_win_ratio,0.5159574468085106
trade_win_ratio,0.5531914893617021
maxdd,0.06901166196850583
total_fee_ratio,0.10281391509145091
total_trading_days,187.0
total_switching_times,116.0
