,0
annual_return,0.4850580971665941
annual_return_std,0.14909905366591525
return_std_ratio,3.25326073667415
maxdd,0.09764420864340162
total_fee_ratio,0.7771276374502174
total_trading_days,490.0
total_switching_times,412.0
