,0
annual_return,0.5747778235524748
annual_return_std,0.18303464702977168
return_std_ratio,3.140267883047212
maxdd,0.06793659251365336
total_fee_ratio,0.6848338642546581
total_trading_days,230.0
total_switching_times,228.0
