,0
annual_return,1.371368044937769
annual_return_std,0.2442605032372693
return_std_ratio,5.614366738635808
maxdd,0.07852708973663636
total_fee_ratio,0.4870575480756685
total_trading_days,123.0
total_switching_times,102.0
