,ETFID,ContractNum,Value
20180801,SZ159915,1,151.20000000000002
20180802,SZ159915,1,153.20000000000002
20180803,SZ159915,1,151.95714285714288
20180806,SZ159915,1,154.55714285714288
20180807,SZ159915,1,153.0357142857143
20180808,SZ159915,1,154.73571428571432
20180809,SZ159915,1,156.83571428571432
20180810,SZ159915,1,156.03571428571433
20180813,SZ159915,1,155.20000000000005
20180814,SZ159915,1,155.40000000000006
20180815,SZ159915,1,158.40000000000006
20180816,SZ159915,1,156.4928571428572
20180817,SZ159915,1,159.39285714285717
20180820,SZ159915,1,157.69285714285718
20180821,SZ159915,1,158.89285714285717
20180822,SZ159915,1,159.49285714285713
20180823,SZ159915,1,158.29285714285714
20180824,SZ159915,1,157.65
20180827,SZ159915,1,159.55
20180828,SZ159915,1,159.45
20180829,SZ159915,1,160.14999999999998
20180830,SZ159915,1,161.45
20180831,SZ159915,1,162.14999999999995
20180903,SZ159915,1,161.18571428571425
20180904,SZ159915,1,160.18571428571425
20180905,SZ159915,1,161.28571428571425
20180906,SZ159915,1,159.99999999999997
20180907,SZ159915,1,158.95
20180910,SZ159915,1,161.14999999999998
20180911,SZ159915,1,160.07857142857142
20180912,SZ159915,1,158.81428571428572
20180913,SZ159915,1,158.61428571428573
20180914,SZ159915,1,157.47857142857146
20180917,SZ159915,1,157.87857142857143
20180918,SZ159915,1,157.02142857142857
20180919,SZ159915,1,157.52142857142857
20180920,SZ159915,1,158.02142857142857
20180921,SZ159915,1,157.42142857142858
20180925,SZ159915,1,157.42142857142858
20180926,SZ159915,1,156.43571428571428
20180927,SZ159915,1,157.43571428571428
20180928,SZ159915,1,156.70714285714288
20181008,SZ159915,1,159.0071428571429
20181009,SZ159915,1,160.30714285714285
20181010,SZ159915,1,159.20714285714286
20181011,SZ159915,1,163.60714285714286
20181012,SZ159915,1,161.74285714285713
20181015,SZ159915,1,163.34285714285716
20181016,SZ159915,1,166.64285714285717
20181017,SZ159915,1,165.2714285714286
20181018,SZ159915,1,163.62142857142862
20181019,SZ159915,1,161.73571428571435
20181022,SZ159915,1,165.03571428571433
20181023,SZ159915,1,167.23571428571432
20181024,SZ159915,1,165.69285714285718
20181025,SZ159915,1,165.9928571428572
20181026,SZ159915,1,164.36428571428576
20181029,SZ159915,1,162.9071428571429
20181030,SZ159915,1,161.23571428571432
20181031,SZ159915,1,160.1428571428572
20181101,SZ159915,1,159.11428571428578
20181102,SZ159915,1,160.4142857142858
20181105,SZ159915,1,158.87142857142865
20181106,SZ159915,1,157.47142857142865
20181107,SZ159915,1,157.17142857142863
20181108,SZ159915,1,158.7714285714286
20181109,SZ159915,1,158.9714285714286
20181112,SZ159915,1,161.9714285714286
20181113,SZ159915,1,160.4714285714286
20181114,SZ159915,1,159.4714285714286
20181115,SZ159915,1,158.4714285714286
20181116,SZ159915,1,157.31428571428575
20181119,SZ159915,1,157.61428571428576
20181120,SZ159915,1,160.01428571428576
20181121,SZ159915,1,158.83571428571435
20181122,SZ159915,1,159.33571428571435
20181123,SZ159915,1,161.93571428571434
20181126,SZ159915,1,162.73571428571435
20181127,SZ159915,1,161.98571428571438
20181128,SZ159915,1,161.0857142857144
20181129,SZ159915,1,163.68571428571443
20181130,SZ159915,1,162.80714285714302
20181203,SZ159915,1,163.10714285714303
20181204,SZ159915,1,162.44285714285735
20181205,SZ159915,1,161.1357142857145
20181206,SZ159915,1,163.1357142857145
20181207,SZ159915,1,162.9357142857145
20181210,SZ159915,1,163.8357142857145
20181211,SZ159915,1,163.21428571428592
20181212,SZ159915,1,162.65714285714304
20181213,SZ159915,1,161.56428571428592
20181214,SZ159915,1,164.66428571428594
20181217,SZ159915,1,164.96428571428592
20181218,SZ159915,1,164.96428571428592
20181219,SZ159915,1,166.46428571428592
20181220,SZ159915,1,165.75714285714307
20181221,SZ159915,1,166.25714285714307
20181224,SZ159915,1,166.55714285714308
20181225,SZ159915,1,165.46428571428595
20181226,SZ159915,1,164.26428571428596
20181227,SZ159915,1,165.76428571428596
20181228,SZ159915,1,165.56428571428594
20190102,SZ159915,1,166.66428571428594
20190103,SZ159915,1,165.78571428571453
20190104,SZ159915,1,164.65000000000026
20190107,SZ159915,1,166.05000000000027
20190108,SZ159915,1,165.95000000000024
20190109,SZ159915,1,165.26428571428596
20190110,SZ159915,1,164.47142857142885
20190111,SZ159915,1,164.07142857142884
20190114,SZ159915,1,164.97142857142885
20190115,SZ159915,1,164.15714285714313
20190116,SZ159915,1,163.55714285714313
