,Win,transaction_fee
20180807,True,0.6425857422
20180809,True,0.6480896886
20180813,True,0.6643721967
20180821,True,0.6334124982
20180823,False,0.6346246768714285
20180824,False,0.6354764781000001
20180827,True,0.6480896886
20180828,False,0.6527582145642858
20180831,False,0.63215117715
20180903,True,0.6281378829
20180904,False,0.6302018628
20180907,False,0.6296776774285715
20180914,False,0.6069575177357143
20180918,True,0.5983248399000001
20180919,True,0.605434104
20180921,True,0.612314037
20180926,True,0.6178179833999999
20180928,False,0.6157540035
20181010,False,0.5893154038285715
20181012,True,0.5538346065
20181017,False,0.5391574161000001
20181019,True,0.5419093893
20181022,True,0.5694291213
20181024,False,0.5666607673071429
20181025,True,0.5558985864000001
20181026,False,0.5599610230285714
20181030,True,0.5519999577000001
20181031,False,0.5591092218
20181101,False,0.5677582804285715
20181102,True,0.589380927
20181105,False,0.5890533111428571
20181107,False,0.5900689203
20181112,True,0.5909862447
20181113,True,0.6035994552
20181114,False,0.6083171235428572
20181115,True,0.6104793882
20181116,False,0.6110363351571428
20181121,True,0.5925915624
20181122,False,0.5931321285642859
20181127,False,0.57344241555
20181128,True,0.5822716629
20181130,True,0.5786023653000001
20181203,True,0.5997008265000001
20181205,True,0.6035994552000001
20181211,False,0.5838278382214286
20181213,False,0.5898395892
20181224,True,0.5600265462
20181225,True,0.5570452419
20181226,False,0.5586505596
20190103,False,0.5424335746714285
20190104,True,0.5423680515
20190107,True,0.5536052754
20190109,False,0.5600756885785714
20190110,False,0.5568814339714285
20190111,True,0.5542932687000001
20190115,True,0.5533759443
20190116,False,0.5572745729999999
20190118,True,0.5563572486000001
20190121,True,0.5600265462
20190124,True,0.5549812620000001
20190125,False,0.5575039041000001
20190131,False,0.5445958393285715
20190201,True,0.5531466132
20190211,True,0.5719517634
20190212,True,0.5834183184000001
20190213,True,0.5925915624
20190214,False,0.5987835021000001
20190215,False,0.5992421643
20190218,True,0.6136900236
20190219,False,0.6224537477785715
20190220,False,0.6169170397928572
20190221,False,0.6178343641928572
20190222,True,0.632953836
20190225,True,0.6712521297
20190226,True,0.6853330592400002
20190228,False,0.6744627651000001
20190301,True,0.6827186847
20190304,True,0.7090917612000001
20190305,True,0.7311075467999999
20190306,True,0.7434914262000001
20190307,False,0.7451786478642857
20190311,True,0.7503713592000001
20190312,True,0.7719284826
20190315,False,0.7316972553428573
20190318,True,0.7416567774
20190319,False,0.7489953726
20190321,True,0.7457847372
20190322,True,0.7425741018
20190328,False,0.7208204088857144
20190329,True,0.7352355066
20190401,True,0.7664245362
20190409,False,0.7642950331285715
20190410,False,0.7588402291071429
20190416,True,0.7393634664
20190417,True,0.7515180147
20190419,True,0.7496833659000001
20190422,False,0.7523370543428572
20190423,False,0.7434914262000001
20190424,True,0.7492247036999999
20190507,False,0.6594743396357143
20190508,False,0.6588027271285715
20190510,False,0.6610468957500001
20190514,False,0.661145180507143
20190515,True,0.6678121632
20190516,True,0.6721694541000001
20190521,True,0.6524469795000001
20190522,False,0.6570336015
20190527,True,0.6508416618000001
20190528,False,0.6574431213214287
20190529,False,0.6581802569999999
20190531,False,0.653593635
20190605,False,0.6416684178000001
20190610,True,0.6299725317
20190611,True,0.6446497221
20190618,True,0.6405217623
20190620,True,0.6597855747
20190626,True,0.6643721967
20190627,True,0.6726281163000001
20190701,True,0.6879933
20190702,False,0.6930385842
20190705,True,0.6820306914
20190709,True,0.6701054742
20190710,False,0.6713831760428571
20190711,False,0.6717435534857144
20190712,False,0.6726281163000001
20190715,True,0.6797373804000001
20190717,True,0.6850119957
20190719,False,0.6806547047999999
20190723,True,0.6760680828
20190724,True,0.6834066780000001
20190725,True,0.6898279488000001
20190729,True,0.6907452732
20190730,True,0.6960198885
20190805,False,0.6857491313785715
20190806,False,0.6666655077
20190808,True,0.6714814608
20190809,False,0.6758223709071428
20190812,True,0.6737747718
20190814,False,0.6822927840857143
20190815,True,0.6829480158
20190816,True,0.6902866110000001
20190819,True,0.7102384167
20190822,True,0.7123023965999999
20190823,False,0.7136783832000001
20190827,True,0.7171183497
20190828,False,0.7180356741
20190829,False,0.7177244390357143
20190902,True,0.7251449382
20190903,False,0.731566209
20190905,False,0.7460140682999999
20190909,True,0.7597739343000001
20190910,False,0.7627552386
20190912,True,0.7542699879000001
20190916,False,0.7571693882357142
20190918,False,0.7411981152
20190919,True,0.7494540348000001
20190920,False,0.7531233324000001
20190924,True,0.7464727305
20190927,True,0.724686276
20190930,False,0.7228516272000001
20191009,True,0.7143663765
20191010,True,0.7278969114
20191011,False,0.7379874798000001
20191014,False,0.7423447707
20191016,False,0.7347440828142857
20191018,False,0.7321067751642857
20191022,True,0.7320248712000001
20191025,True,0.7372994865
20191028,True,0.7519766768999999
20191101,True,0.7425741018
20191104,True,0.7483073793
20191105,True,0.754499319
20191106,False,0.7563175870071429
20191107,False,0.7573823385428571
20191108,False,0.7606421163214286
20191112,False,0.738446142
20191113,True,0.7414274463000001
20191114,True,0.7462433994000001
20191115,False,0.7446708432857143
20191119,True,0.7542699879
20191120,False,0.7634923742785714
20191122,False,0.7609697321785716
20191126,False,0.735219125807143
20191128,False,0.74039545635
20191202,False,0.7365132084428572
20191203,True,0.7359234998999999
20191204,False,0.7380530029714287
20191205,True,0.7494540348000001
20191206,True,0.7590859409999999
20191210,True,0.7632139008000001
20191212,False,0.7606912587000001
20191213,True,0.7735338003000001
20191216,True,0.782019051
20191217,True,0.7921096194000001
20191219,True,0.7905043017000001
20191224,True,0.777432429
20191225,True,0.7845416931
20191226,False,0.7872281431285713
