	年化收益	年化波动	收益波动比	最大回撤	总费率	总交易天数	总换仓次数
新能源车ETF_maL_10_OnlyLong_Jump_longBars4	0.158975861	0.119727941	1.327809202	0.058121134	0.510005564	106	60
有色金属ETF_maL_10_OnlyLong_Jump_longBars4	0.236890856	0.082275615	2.879235317	0.038266816	0.338876459	490	241
芯片ETF_maL_10_OnlyLong_Jump_longBars4	0.749421702	0.235617042	3.180676978	0.086404483	0.25277742	123	81
证券ETF_maL_10_OnlyLong_Jump_longBars4	0.305764764	0.157524531	1.941061253	0.090238641	0.315277494	487	208
银行ETF_maL_10_OnlyLong_Jump_longBars4	0.153080206	0.079401319	1.927930277	0.047682024	0.456608839	487	211
黄金ETF_maL_10_OnlyLong_Jump_longBars4	0.040313433	0.034747554	1.160180456	0.017496429	0.791446482	487	212
300ETF_maL_10_BiDirection_Jump_longBars4	0.256104165	0.115401721	2.219240428	0.065508572	0.512395343	491	490
500ETF_maL_10_BiDirection_Jump_longBars4	0.22389018	0.131404275	1.70382721	0.076866865	0.532232513	491	491
50ETF_maL_10_BiDirection_Jump_longBars4	0.309683537	0.099371537	3.11642091	0.043489584	0.469745727	491	492
5GETF_maL_10_BiDirection_Jump_longBars4	0.403014098	0.235461897	1.711589444	0.107775458	0.456237588	200	199
H股ETF_maL_10_BiDirection_Jump_longBars4	0.262220998	0.073435378	3.570772076	0.029203024	0.479235893	491	472
TMTETF_maL_10_BiDirection_Jump_longBars4	0.49464863	0.142658417	3.467363794	0.087759815	0.31220121	490	408
XFETF_maL_10_BiDirection_Jump_longBars4	0.226328195	0.141490721	1.599597439	0.091044385	0.584738866	491	490
军工ETF_maL_10_BiDirection_Jump_longBars4	0.406147883	0.141082214	2.878802866	0.063376315	0.368335964	491	469
军工龙头ETF_maL_10_BiDirection_Jump_longBars4	0.707832059	0.162479613	4.356436147	0.034299908	0.301318765	230	227
创业50_maL_10_BiDirection_Jump_longBars4	0.398276431	0.152300728	2.615065832	0.081690448	0.384606185	491	473
创业板_maL_10_BiDirection_Jump_longBars4	0.477168721	0.134197961	3.555707668	0.05270326	0.347359647	491	492
券商ETF_maL_10_BiDirection_Jump_longBars4	0.35326227	0.175153199	2.016875927	0.083932784	0.451038	491	482
新能源车ETF_maL_10_BiDirection_Jump_longBars4	0.879079192	0.179298366	4.90288458	0.040415015	0.273128346	107	106
有色金属ETF_maL_10_BiDirection_Jump_longBars4	0.286432757	0.100317261	2.8552689	0.050808793	0.433349096	491	479
芯片ETF_maL_10_BiDirection_Jump_longBars4	0.797353473	0.280326923	2.844369945	0.080050756	0.32485013	124	125
证券ETF_maL_10_BiDirection_Jump_longBars4	0.299321203	0.178281371	1.678925851	0.084295404	0.498559676	491	482
银行ETF_maL_10_BiDirection_Jump_longBars4	0.247343107	0.090681968	2.727588637	0.034967961	0.510715212	491	468
黄金ETF_maL_10_BiDirection_Jump_longBars4	0.115900575	0.04975216	2.329558639	0.025940337	0.721148889	490	443
300ETF_maL_20_OnlyLong_Jump_longBars4	0.182666465	0.102332302	1.785032301	0.059331562	0.507215755	487	302
500ETF_maL_20_OnlyLong_Jump_longBars4	0.254772826	0.095293192	2.673567966	0.064720568	0.409570199	487	316
50ETF_maL_20_OnlyLong_Jump_longBars4	0.209297041	0.088589021	2.362561858	0.043238888	0.470348415	487	295
5GETF_maL_20_OnlyLong_Jump_longBars4	0.476424643	0.155981646	3.054363473	0.0646745	0.31389286	198	123
H股ETF_maL_20_OnlyLong_Jump_longBars4	0.06967671	0.066630084	1.045724494	0.044675387	0.678881851	489	253
TMTETF_maL_20_OnlyLong_Jump_longBars4	0.42888077	0.100791994	4.255107522	0.056017945	0.23812151	485	226
XFETF_maL_20_OnlyLong_Jump_longBars4	0.402040932	0.098325543	4.088875805	0.033829324	0.319937016	489	293
军工ETF_maL_20_OnlyLong_Jump_longBars4	0.318030881	0.124885099	2.546587887	0.056062538	0.320803395	487	251
军工龙头ETF_maL_20_OnlyLong_Jump_longBars4	0.460993281	0.146047481	3.156461712	0.055956158	0.286376269	230	138
创业50_maL_20_OnlyLong_Jump_longBars4	0.353552011	0.125222185	2.823397558	0.047201946	0.308692341	487	261
创业板_maL_20_OnlyLong_Jump_longBars4	0.403192276	0.112542646	3.582573292	0.035688334	0.30800828	487	301
券商ETF_maL_20_OnlyLong_Jump_longBars4	0.342774406	0.154302261	2.22144772	0.090582925	0.305797555	487	227
新能源车ETF_maL_20_OnlyLong_Jump_longBars4	0.229680405	0.117870243	1.948586838	0.039490721	0.407347555	106	56
有色金属ETF_maL_20_OnlyLong_Jump_longBars4	0.280451749	0.084272321	3.327922444	0.035900999	0.303167505	489	247
芯片ETF_maL_20_OnlyLong_Jump_longBars4	0.510652359	0.241638553	2.113290091	0.087849743	0.318662105	123	80
证券ETF_maL_20_OnlyLong_Jump_longBars4	0.322935264	0.153451005	2.104484511	0.083875083	0.32190862	487	229
银行ETF_maL_20_OnlyLong_Jump_longBars4	0.170544753	0.080893661	2.108258548	0.054595272	0.439165068	489	219
黄金ETF_maL_20_OnlyLong_Jump_longBars4	0.047902359	0.038319896	1.250064942	0.022986318	0.780614602	491	243
300ETF_maL_20_BiDirection_Jump_longBars4	0.27035205	0.11474414	2.356129476	0.064494176	0.500401936	491	490
500ETF_maL_20_BiDirection_Jump_longBars4	0.268216621	0.126269243	2.124164328	0.113994988	0.482450157	491	489
50ETF_maL_20_BiDirection_Jump_longBars4	0.32318706	0.10061771	3.212029569	0.038922051	0.460394328	491	491
5GETF_maL_20_BiDirection_Jump_longBars4	0.411273089	0.239208602	1.719307271	0.11245444	0.450398141	200	198
H股ETF_maL_20_BiDirection_Jump_longBars4	0.252256421	0.075150157	3.356698518	0.030018662	0.493290633	491	474
TMTETF_maL_20_BiDirection_Jump_longBars4	0.557320341	0.135628335	4.109173346	0.060922641	0.275249382	490	397
XFETF_maL_20_BiDirection_Jump_longBars4	0.369706072	0.127162931	2.907341533	0.06910727	0.445574604	491	485
军工ETF_maL_20_BiDirection_Jump_longBars4	0.404302267	0.136630975	2.959082069	0.059314537	0.372712155	491	473
军工龙头ETF_maL_20_BiDirection_Jump_longBars4	0.668565457	0.174019407	3.841901716	0.048588932	0.313348444	230	227
创业50_maL_20_BiDirection_Jump_longBars4	0.368925639	0.150751505	2.447243482	0.086161102	0.408412128	491	479
创业板_maL_20_BiDirection_Jump_longBars4	0.477644747	0.137224493	3.480754328	0.055754019	0.347651731	491	492
券商ETF_maL_20_BiDirection_Jump_longBars4	0.37418203	0.159528988	2.345542559	0.096922045	0.437137928	491	483
新能源车ETF_maL_20_BiDirection_Jump_longBars4	0.895291831	0.181913257	4.921531537	0.035482296	0.264479271	107	103
有色金属ETF_maL_20_BiDirection_Jump_longBars4	0.302850582	0.101406525	2.98649995	0.065686096	0.421222285	491	480
芯片ETF_maL_20_BiDirection_Jump_longBars4	0.951006858	0.269256779	3.531969967	0.082174394	0.293954606	124	125
证券ETF_maL_20_BiDirection_Jump_longBars4	0.379798199	0.159997309	2.373778659	0.082386335	0.431197534	491	481
银行ETF_maL_20_BiDirection_Jump_longBars4	0.246588296	0.092886198	2.65473558	0.054200053	0.514637013	491	469
黄金ETF_maL_20_BiDirection_Jump_longBars4	0.111076957	0.04690753	2.367998435	0.022058668	0.728446054	491	442
300ETF_maL_30_OnlyLong_Jump_longBars4	0.196706742	0.097874505	2.00978531	0.052812466	0.46591929	487	277
500ETF_maL_30_OnlyLong_Jump_longBars4	0.263936815	0.092325026	2.858778679	0.042590132	0.384290233	487	295
50ETF_maL_30_OnlyLong_Jump_longBars4	0.214155899	0.088022116	2.432978316	0.045689752	0.442760893	487	271
5GETF_maL_30_OnlyLong_Jump_longBars4	0.509489164	0.154778912	3.291722093	0.052114573	0.287427548	198	116
H股ETF_maL_30_OnlyLong_Jump_longBars4	0.064664649	0.067833709	0.953281941	0.043079852	0.687928299	489	244
TMTETF_maL_30_OnlyLong_Jump_longBars4	0.414939931	0.098339843	4.219448802	0.056484733	0.237650424	485	216
XFETF_maL_30_OnlyLong_Jump_longBars4	0.382540993	0.099139081	3.858629594	0.043383462	0.330896746	489	291
军工ETF_maL_30_OnlyLong_Jump_longBars4	0.320549559	0.124853885	2.567397548	0.058575829	0.318736928	487	250
军工龙头ETF_maL_30_OnlyLong_Jump_longBars4	0.415261331	0.151532588	2.740409418	0.061159665	0.302492388	230	134
创业50_maL_30_OnlyLong_Jump_longBars4	0.40206495	0.119648171	3.360393625	0.047121691	0.268661779	487	251
创业板_maL_30_OnlyLong_Jump_longBars4	0.404818975	0.107667649	3.75989425	0.047740745	0.295664268	487	287
券商ETF_maL_30_OnlyLong_Jump_longBars4	0.369504742	0.153568057	2.406130215	0.084825695	0.278877168	487	218
新能源车ETF_maL_30_OnlyLong_Jump_longBars4	0.13510107	0.131335367	1.028672421	0.041389225	0.546423749	103	55
有色金属ETF_maL_30_OnlyLong_Jump_longBars4	0.321863885	0.081998584	3.925237106	0.033438014	0.258252296	489	230
芯片ETF_maL_30_OnlyLong_Jump_longBars4	0.662790527	0.234029397	2.832082355	0.073288669	0.257871213	123	75
证券ETF_maL_30_OnlyLong_Jump_longBars4	0.269455416	0.159468779	1.689706398	0.076374478	0.357286252	487	219
银行ETF_maL_30_OnlyLong_Jump_longBars4	0.173485904	0.079172211	2.191247428	0.032140412	0.437578228	489	222
黄金ETF_maL_30_OnlyLong_Jump_longBars4	0.048002925	0.036687849	1.308414811	0.022974291	0.768280791	491	229
300ETF_maL_30_BiDirection_Jump_longBars4	0.287231128	0.112014672	2.564227722	0.053873875	0.483445938	491	487
500ETF_maL_30_BiDirection_Jump_longBars4	0.311966667	0.121308488	2.571680459	0.071681553	0.441201049	491	486
50ETF_maL_30_BiDirection_Jump_longBars4	0.303929199	0.102982236	2.951277914	0.051409353	0.475899518	491	484
5GETF_maL_30_BiDirection_Jump_longBars4	0.260536518	0.260851111	0.998793977	0.164632849	0.560961847	200	197
H股ETF_maL_30_BiDirection_Jump_longBars4	0.226500826	0.075146026	3.014142429	0.033049153	0.520144895	491	469
TMTETF_maL_30_BiDirection_Jump_longBars4	0.558417988	0.128975266	4.329651767	0.058484853	0.270686522	490	388
XFETF_maL_30_BiDirection_Jump_longBars4	0.318821682	0.131997642	2.415358919	0.055841734	0.489001852	491	480
军工ETF_maL_30_BiDirection_Jump_longBars4	0.359590952	0.137741336	2.610624842	0.082016454	0.406662657	491	472
军工龙头ETF_maL_30_BiDirection_Jump_longBars4	0.592318113	0.177830265	3.330805991	0.065535725	0.337616862	230	225
创业50_maL_30_BiDirection_Jump_longBars4	0.358054469	0.152891364	2.341888126	0.090490357	0.416946715	491	474
创业板_maL_30_BiDirection_Jump_longBars4	0.549274227	0.129003552	4.257822518	0.056279998	0.310872796	491	487
券商ETF_maL_30_BiDirection_Jump_longBars4	0.362228245	0.156575174	2.31344622	0.114789338	0.446933081	491	482
新能源车ETF_maL_30_BiDirection_Jump_longBars4	0.770634623	0.196501797	3.921768835	0.042619873	0.299400427	107	103
有色金属ETF_maL_30_BiDirection_Jump_longBars4	0.325917518	0.1040639	3.13189799	0.060879567	0.397348417	491	473
芯片ETF_maL_30_BiDirection_Jump_longBars4	0.947490575	0.280457091	3.378379814	0.087288383	0.300078759	124	125
证券ETF_maL_30_BiDirection_Jump_longBars4	0.326540576	0.16889123	1.933437141	0.122391952	0.473027463	491	475
银行ETF_maL_30_BiDirection_Jump_longBars4	0.232152982	0.094709453	2.451212365	0.04141588	0.533467322	491	469
黄金ETF_maL_30_BiDirection_Jump_longBars4	0.14929947	0.044795587	3.332905767	0.01912644	0.655213212	491	430
300ETF_maL_10_OnlyLong_Jump_longBars5	0.222340564	0.093563929	2.376349158	0.043819216	0.415440438	487	259
500ETF_maL_10_OnlyLong_Jump_longBars5	0.24667683	0.089692549	2.750248844	0.053505809	0.391044923	490	286
50ETF_maL_10_OnlyLong_Jump_longBars5	0.207363139	0.086742084	2.390571334	0.042504308	0.454641544	490	275
5GETF_maL_10_OnlyLong_Jump_longBars5	0.534822024	0.145343089	3.679721042	0.045389179	0.263656976	198	108
H股ETF_maL_10_OnlyLong_Jump_longBars5	0.037962484	0.061994592	0.612351532	0.064081852	0.760485061	487	205
TMTETF_maL_10_OnlyLong_Jump_longBars5	0.39857437	0.106835359	3.730734601	0.066131458	0.253961653	485	226
XFETF_maL_10_OnlyLong_Jump_longBars5	0.29384017	0.09929647	2.959220715	0.051303452	0.387756317	489	276
军工ETF_maL_10_OnlyLong_Jump_longBars5	0.275344243	0.125751585	2.189588648	0.086927695	0.310069229	490	207
军工龙头ETF_maL_10_OnlyLong_Jump_longBars5	0.382112736	0.149250231	2.560215372	0.04134981	0.300867196	230	122
创业50_maL_10_OnlyLong_Jump_longBars5	0.315007871	0.120253701	2.619527442	0.065683502	0.297955147	487	215
创业板_maL_10_OnlyLong_Jump_longBars5	0.331570313	0.109448739	3.029457582	0.048551594	0.32847719	487	264
券商ETF_maL_10_OnlyLong_Jump_longBars5	0.329820815	0.145563675	2.265818131	0.056994673	0.253419441	490	169
新能源车ETF_maL_10_OnlyLong_Jump_longBars5	0.058362055	0.11203492	0.520927354	0.05621758	0.701349898	103	47
有色金属ETF_maL_10_OnlyLong_Jump_longBars5	0.196733323	0.07708293	2.552229443	0.038916371	0.345590076	490	202
芯片ETF_maL_10_OnlyLong_Jump_longBars5	0.571369797	0.224938671	2.540113692	0.0850641	0.273385773	123	71
证券ETF_maL_10_OnlyLong_Jump_longBars5	0.271332604	0.152555854	1.778578777	0.058257558	0.30622405	487	174
银行ETF_maL_10_OnlyLong_Jump_longBars5	0.144192046	0.070987345	2.031235938	0.026665708	0.4076715	487	162
黄金ETF_maL_10_OnlyLong_Jump_longBars5	0.052324539	0.031623322	1.654618671	0.012574454	0.704874905	478	168
300ETF_maL_10_BiDirection_Jump_longBars5	0.25392682	0.11556543	2.197255873	0.051683391	0.514202948	491	489
500ETF_maL_10_BiDirection_Jump_longBars5	0.215951829	0.130694401	1.652341857	0.084261171	0.542137588	491	491
50ETF_maL_10_BiDirection_Jump_longBars5	0.29639017	0.098912778	2.996480077	0.042220991	0.481728076	491	491
5GETF_maL_10_BiDirection_Jump_longBars5	0.388958646	0.233587226	1.665153749	0.130838855	0.463289562	200	198
H股ETF_maL_10_BiDirection_Jump_longBars5	0.275029502	0.073132546	3.760699124	0.029826812	0.463336182	491	467
TMTETF_maL_10_BiDirection_Jump_longBars5	0.484975102	0.140810108	3.444178191	0.077475011	0.314994797	490	403
XFETF_maL_10_BiDirection_Jump_longBars5	0.184803884	0.14229609	1.29872777	0.094477725	0.637146153	491	489
军工ETF_maL_10_BiDirection_Jump_longBars5	0.399138135	0.142914935	2.792837127	0.064272038	0.37217187	491	467
军工龙头ETF_maL_10_BiDirection_Jump_longBars5	0.66194383	0.163179346	4.056541748	0.037219389	0.313744987	230	225
创业50_maL_10_BiDirection_Jump_longBars5	0.372003292	0.151869593	2.449491603	0.084074785	0.401627247	491	470
创业板_maL_10_BiDirection_Jump_longBars5	0.440237091	0.136030433	3.236313241	0.062815735	0.367628327	491	488
券商ETF_maL_10_BiDirection_Jump_longBars5	0.322843264	0.173483254	1.860947709	0.084221202	0.476280326	491	481
新能源车ETF_maL_10_BiDirection_Jump_longBars5	0.921755594	0.174061109	5.295586141	0.029568553	0.263344727	107	105
有色金属ETF_maL_10_BiDirection_Jump_longBars5	0.257464797	0.097672172	2.63600975	0.056379285	0.461887324	491	477
芯片ETF_maL_10_BiDirection_Jump_longBars5	0.561158621	0.29011176	1.934284298	0.11926658	0.396542881	124	125
证券ETF_maL_10_BiDirection_Jump_longBars5	0.216864075	0.187598354	1.156002015	0.119825588	0.586637633	491	480
银行ETF_maL_10_BiDirection_Jump_longBars5	0.231234748	0.088895244	2.601204937	0.03866962	0.525554296	491	461
黄金ETF_maL_10_BiDirection_Jump_longBars5	0.134326402	0.048505571	2.769298423	0.021339024	0.68411058	490	433
300ETF_maL_20_OnlyLong_Jump_longBars5	0.168192049	0.101747259	1.653037645	0.060080675	0.506730974	487	276
500ETF_maL_20_OnlyLong_Jump_longBars5	0.223707859	0.095008525	2.354608281	0.059785121	0.418790996	487	284
50ETF_maL_20_OnlyLong_Jump_longBars5	0.203250681	0.086141237	2.359505008	0.040195217	0.450442051	487	264
5GETF_maL_20_OnlyLong_Jump_longBars5	0.527949259	0.147528078	3.57863578	0.073775072	0.275428651	198	113
H股ETF_maL_20_OnlyLong_Jump_longBars5	0.062736757	0.063530915	0.987499655	0.038366753	0.681899273	487	232
TMTETF_maL_20_OnlyLong_Jump_longBars5	0.414799738	0.095980361	4.321714698	0.056017945	0.229739513	485	207
XFETF_maL_20_OnlyLong_Jump_longBars5	0.357022233	0.098092816	3.639636918	0.039774706	0.331997158	489	268
军工ETF_maL_20_OnlyLong_Jump_longBars5	0.311964487	0.120398704	2.59109506	0.052200106	0.298947558	487	222
军工龙头ETF_maL_20_OnlyLong_Jump_longBars5	0.399538897	0.145930023	2.737880041	0.052522008	0.299464698	230	127
创业50_maL_20_OnlyLong_Jump_longBars5	0.300848119	0.128680104	2.337953662	0.064646712	0.335966768	487	247
创业板_maL_20_OnlyLong_Jump_longBars5	0.350731411	0.113579406	3.087984198	0.06829103	0.327100054	487	280
券商ETF_maL_20_OnlyLong_Jump_longBars5	0.30390396	0.152827367	1.988544105	0.068163687	0.314240488	487	206
新能源车ETF_maL_20_OnlyLong_Jump_longBars5	0.158949255	0.121450719	1.308755157	0.039800242	0.493218323	103	52
有色金属ETF_maL_20_OnlyLong_Jump_longBars5	0.247725347	0.081294173	3.04727064	0.034898519	0.311482974	489	223
芯片ETF_maL_20_OnlyLong_Jump_longBars5	0.57283264	0.227721588	2.515495551	0.068244235	0.277458409	123	73
证券ETF_maL_20_OnlyLong_Jump_longBars5	0.312341982	0.147756585	2.113895509	0.057796831	0.307384332	487	206
银行ETF_maL_20_OnlyLong_Jump_longBars5	0.14377363	0.078308804	1.835982967	0.044100755	0.447993886	489	189
黄金ETF_maL_20_OnlyLong_Jump_longBars5	0.042873999	0.036879895	1.162530392	0.02320665	0.783834968	491	222
300ETF_maL_20_BiDirection_Jump_longBars5	0.261550152	0.115251482	2.269386457	0.067714514	0.509158055	491	489
500ETF_maL_20_BiDirection_Jump_longBars5	0.248647464	0.12746982	1.950637917	0.116815583	0.503612298	491	489
50ETF_maL_20_BiDirection_Jump_longBars5	0.313831819	0.100726776	3.115674227	0.034711327	0.468741756	491	491
5GETF_maL_20_BiDirection_Jump_longBars5	0.465290414	0.236766189	1.965189438	0.113732693	0.421032301	200	198
H股ETF_maL_20_BiDirection_Jump_longBars5	0.26409205	0.075294699	3.507445438	0.030757769	0.477850501	491	469
TMTETF_maL_20_BiDirection_Jump_longBars5	0.560111046	0.132986066	4.21180252	0.060922641	0.270659506	490	390
XFETF_maL_20_BiDirection_Jump_longBars5	0.334977523	0.128296163	2.6109707	0.06660813	0.471300548	491	480
军工ETF_maL_20_BiDirection_Jump_longBars5	0.410995	0.135409142	3.035208652	0.056247554	0.365807906	491	468
军工龙头ETF_maL_20_BiDirection_Jump_longBars5	0.63650045	0.17383285	3.661565983	0.039611768	0.323919238	230	227
创业50_maL_20_BiDirection_Jump_longBars5	0.317987727	0.15664502	2.029989378	0.096159183	0.448949371	491	477
创业板_maL_20_BiDirection_Jump_longBars5	0.437060766	0.139331008	3.136852109	0.055934807	0.372031161	491	492
券商ETF_maL_20_BiDirection_Jump_longBars5	0.382407316	0.159247027	2.401346652	0.090607857	0.430344713	491	482
新能源车ETF_maL_20_BiDirection_Jump_longBars5	0.900071371	0.180746775	4.979736808	0.035174134	0.263619538	107	103
有色金属ETF_maL_20_BiDirection_Jump_longBars5	0.290403165	0.099271228	2.92535079	0.067622706	0.431328453	491	477
芯片ETF_maL_20_BiDirection_Jump_longBars5	0.845383569	0.271961638	3.108466234	0.084951798	0.315496413	124	125
证券ETF_maL_20_BiDirection_Jump_longBars5	0.392928138	0.160238257	2.452149349	0.072652401	0.420564116	491	479
银行ETF_maL_20_BiDirection_Jump_longBars5	0.203177053	0.094080373	2.159611484	0.056417232	0.565573371	491	465
黄金ETF_maL_20_BiDirection_Jump_longBars5	0.110603351	0.047528618	2.327089573	0.020480855	0.727645575	491	438
300ETF_maL_30_OnlyLong_Jump_longBars5	0.197690857	0.095574389	2.068450122	0.046887603	0.447249329	487	259
500ETF_maL_30_OnlyLong_Jump_longBars5	0.216527065	0.093144444	2.324637464	0.04972803	0.424256704	487	280
50ETF_maL_30_OnlyLong_Jump_longBars5	0.229974876	0.085413789	2.692479508	0.044444028	0.405213998	487	252
5GETF_maL_30_OnlyLong_Jump_longBars5	0.520107384	0.14458961	3.597128351	0.054717913	0.268974744	198	108
H股ETF_maL_30_OnlyLong_Jump_longBars5	0.077375371	0.063017282	1.227843671	0.04471051	0.623150507	487	222
TMTETF_maL_30_OnlyLong_Jump_longBars5	0.392751338	0.096006424	4.090885999	0.056484733	0.237172154	485	202
XFETF_maL_30_OnlyLong_Jump_longBars5	0.349902167	0.098675685	3.545981648	0.049199825	0.337609525	489	270
军工ETF_maL_30_OnlyLong_Jump_longBars5	0.351593426	0.113622474	3.094400375	0.043977879	0.271191277	487	221
军工龙头ETF_maL_30_OnlyLong_Jump_longBars5	0.400695126	0.147081856	2.724300174	0.061730131	0.294650777	230	124
创业50_maL_30_OnlyLong_Jump_longBars5	0.335053409	0.122880839	2.726652999	0.058638761	0.304341891	487	241
创业板_maL_30_OnlyLong_Jump_longBars5	0.358405109	0.110009982	3.257932632	0.068365463	0.313572812	487	271
券商ETF_maL_30_OnlyLong_Jump_longBars5	0.356221418	0.151262823	2.354983278	0.061244993	0.26826048	487	198
新能源车ETF_maL_30_OnlyLong_Jump_longBars5	0.123284857	0.128977151	0.955865868	0.042372881	0.560263842	103	53
有色金属ETF_maL_30_OnlyLong_Jump_longBars5	0.287860046	0.081222735	3.544082161	0.034576169	0.268068695	489	213
芯片ETF_maL_30_OnlyLong_Jump_longBars5	0.672334641	0.22146997	3.035782415	0.062497645	0.237624902	123	68
证券ETF_maL_30_OnlyLong_Jump_longBars5	0.267451021	0.155156384	1.723751315	0.087980256	0.338293779	487	200
银行ETF_maL_30_OnlyLong_Jump_longBars5	0.178327626	0.074863547	2.38203551	0.028771093	0.392816352	489	190
黄金ETF_maL_30_OnlyLong_Jump_longBars5	0.045574003	0.035748032	1.274867487	0.023383441	0.765352011	491	214
300ETF_maL_30_BiDirection_Jump_longBars5	0.28215575	0.111627918	2.52764501	0.053378839	0.488472591	491	487
500ETF_maL_30_BiDirection_Jump_longBars5	0.286765711	0.122738641	2.336393078	0.073026438	0.464887067	491	486
50ETF_maL_30_BiDirection_Jump_longBars5	0.315083375	0.101479408	3.104899633	0.051383588	0.465115393	491	483
5GETF_maL_30_BiDirection_Jump_longBars5	0.261821126	0.256772931	1.019660153	0.166738469	0.559789921	200	197
H股ETF_maL_30_BiDirection_Jump_longBars5	0.250705609	0.073906374	3.392205521	0.030710474	0.489331174	491	464
TMTETF_maL_30_BiDirection_Jump_longBars5	0.54626115	0.128503135	4.250955824	0.051784326	0.27360583	490	383
XFETF_maL_30_BiDirection_Jump_longBars5	0.278656763	0.135223213	2.060716916	0.064507789	0.525735626	491	477
军工ETF_maL_30_BiDirection_Jump_longBars5	0.383153691	0.132860993	2.883868943	0.079283057	0.38657618	491	467
军工龙头ETF_maL_30_BiDirection_Jump_longBars5	0.575322151	0.176635973	3.257106363	0.066166906	0.34316804	230	224
创业50_maL_30_BiDirection_Jump_longBars5	0.306581265	0.157681132	1.944311674	0.100707676	0.459697776	491	472
创业板_maL_30_BiDirection_Jump_longBars5	0.525294706	0.131065209	4.00788823	0.060760034	0.322254025	491	486
券商ETF_maL_30_BiDirection_Jump_longBars5	0.383454106	0.156105883	2.456371908	0.091509101	0.429687849	491	480
新能源车ETF_maL_30_BiDirection_Jump_longBars5	0.746007172	0.196261926	3.801079435	0.041108775	0.303410559	107	102
有色金属ETF_maL_30_BiDirection_Jump_longBars5	0.302518116	0.105105332	2.87823757	0.048017585	0.415282786	491	468
芯片ETF_maL_30_BiDirection_Jump_longBars5	0.828827631	0.277122131	2.990838831	0.089532833	0.323260074	124	124
证券ETF_maL_30_BiDirection_Jump_longBars5	0.346606899	0.165142892	2.098830267	0.108733552	0.454500951	491	472
银行ETF_maL_30_BiDirection_Jump_longBars5	0.209832701	0.095394289	2.199635873	0.045501563	0.557939709	491	463
黄金ETF_maL_30_BiDirection_Jump_longBars5	0.142671408	0.044984688	3.171554929	0.019606274	0.663503179	491	425
300ETF_maL_10_OnlyLong_Jump_longBars6	0.212203844	0.08941686	2.373197226	0.04221768	0.384239101	487	216
500ETF_maL_10_OnlyLong_Jump_longBars6	0.232304226	0.084476089	2.749940579	0.056605098	0.36858168	487	240
50ETF_maL_10_OnlyLong_Jump_longBars6	0.189069955	0.08363485	2.260659945	0.046789879	0.436957408	487	231
5GETF_maL_10_OnlyLong_Jump_longBars6	0.461555769	0.137541078	3.355766696	0.045389032	0.266657817	198	95
H股ETF_maL_10_OnlyLong_Jump_longBars6	0.034495248	0.055957032	0.616459576	0.051216465	0.723318024	487	153
TMTETF_maL_10_OnlyLong_Jump_longBars6	0.335271357	0.099635032	3.36499472	0.048312929	0.274901646	485	206
XFETF_maL_10_OnlyLong_Jump_longBars6	0.258524848	0.092739738	2.787638321	0.048699681	0.378181952	489	228
军工ETF_maL_10_OnlyLong_Jump_longBars6	0.250132492	0.11554454	2.164814476	0.06821677	0.288185678	487	163
军工龙头ETF_maL_10_OnlyLong_Jump_longBars6	0.331119124	0.147591799	2.243479149	0.059078752	0.296627289	230	103
创业50_maL_10_OnlyLong_Jump_longBars6	0.28102244	0.112654326	2.494555246	0.072869856	0.291223295	487	182
创业板_maL_10_OnlyLong_Jump_longBars6	0.298448313	0.100532556	2.96867328	0.045907173	0.329571764	487	234
券商ETF_maL_10_OnlyLong_Jump_longBars6	0.296632345	0.144262511	2.056198401	0.056028955	0.244373231	487	141
新能源车ETF_maL_10_OnlyLong_Jump_longBars6	0.075794444	0.107905517	0.702414917	0.040102906	0.597408131	103	38
有色金属ETF_maL_10_OnlyLong_Jump_longBars6	0.191040792	0.071276818	2.680265421	0.023213221	0.305713859	490	163
芯片ETF_maL_10_OnlyLong_Jump_longBars6	0.498048464	0.21013375	2.37014979	0.051770567	0.258709951	123	58
证券ETF_maL_10_OnlyLong_Jump_longBars6	0.217754928	0.149572166	1.455851939	0.067891922	0.323335991	485	147
银行ETF_maL_10_OnlyLong_Jump_longBars6	0.128433695	0.068012538	1.88838263	0.031829286	0.394959563	487	136
黄金ETF_maL_10_OnlyLong_Jump_longBars6	0.056200355	0.027946727	2.010981599	0.015380065	0.646802204	478	139
300ETF_maL_10_BiDirection_Jump_longBars6	0.266709324	0.114116889	2.337159087	0.052775075	0.500481531	491	489
500ETF_maL_10_BiDirection_Jump_longBars6	0.215793649	0.1286248	1.677698613	0.089298094	0.540233595	491	487
50ETF_maL_10_BiDirection_Jump_longBars6	0.296199522	0.09879511	2.998119263	0.040267765	0.480407033	491	488
5GETF_maL_10_BiDirection_Jump_longBars6	0.355793569	0.238191976	1.493726092	0.15283043	0.484933786	200	198
H股ETF_maL_10_BiDirection_Jump_longBars6	0.271782562	0.071939515	3.77793153	0.037326753	0.455698705	491	447
TMTETF_maL_10_BiDirection_Jump_longBars6	0.452974049	0.139321308	3.251290533	0.077207949	0.330657591	490	399
XFETF_maL_10_BiDirection_Jump_longBars6	0.185275244	0.138341883	1.339256342	0.089994123	0.635585399	491	487
军工ETF_maL_10_BiDirection_Jump_longBars6	0.3886265	0.137719093	2.821878156	0.070744024	0.377511952	491	463
