,0
annual_return,0.33111912418896927
annual_return_std,0.14759179925934413
return_std_ratio,2.2434791489135257
maxdd,0.05907875185735534
total_fee_ratio,0.6325591262622688
total_trading_days,230.0
total_switching_times,103.0
