,0
annual_return,0.4420202904459203
annual_return_std,0.11449460228930322
return_std_ratio,3.8606212136449027
maxdd,0.08387820109811794
total_fee_ratio,0.7109379880342406
total_trading_days,490.0
total_switching_times,252.0
