,0
annual_return,0.40969480788950063
annual_return_std,0.11919203546783358
return_std_ratio,3.4372666452203107
maxdd,0.06065955953916824
total_fee_ratio,0.6450761430357659
total_trading_days,487.0
total_switching_times,329.0
