,0
annual_return,0.22724600201662648
annual_return_std,0.12621039999850484
return_std_ratio,1.800533094097781
maxdd,0.04336996336996346
total_fee_ratio,0.7466736527003258
total_trading_days,106.0
total_switching_times,63.0
