,0
annual_return,0.5252947064692013
annual_return_std,0.13106520850403872
return_std_ratio,4.007888229567914
maxdd,0.06076003415883835
total_fee_ratio,0.6450589144010002
total_trading_days,491.0
total_switching_times,486.0
