,0
annual_return,0.9789142082917477
annual_return_std,0.18450322245152362
return_std_ratio,5.305675398428055
maxdd,0.03480501932917168
total_fee_ratio,0.5685277372609241
total_trading_days,107.0
total_switching_times,108.0
