,FutureID,ContractNum,Position,Value,Win
20100716,,1,,1028046.4,True
20100719,IF1008,1,long,1043182.6,True
20100720,IF1008,1,long,1043231.0,True
20100721,IF1008,1,long,1043229.4,False
20100722,IF1008,1,long,1043269.4,True
20100723,IF1008,1,short,1081808.4,True
20100726,IF1008,1,short,1081795.2,False
20100727,IF1008,1,short,1081814.0,True
20100728,IF1008,1,long,1071082.5999999999,True
20100729,IF1008,1,long,1071071.9999999998,False
20100730,IF1008,1,long,1071066.5999999999,False
20100802,IF1008,1,long,1071121.5999999999,True
20100803,,1,,1078343.9999999998,
20100804,,1,,1078343.9999999998,
20100805,IF1008,1,short,1078355.3999999997,True
20100806,IF1008,1,long,1080518.9999999998,True
20100809,IF1008,1,short,1077485.9999999998,True
20100810,IF1008,1,short,1077561.9999999998,True
20100811,IF1008,1,short,1077559.5999999999,False
20100812,IF1008,1,short,1077572.1999999997,False
20100813,IF1008,1,short,1077543.9999999998,False
20100816,IF1008,1,long,1082653.5999999999,True
20100817,IF1008,1,long,1082672.9999999998,True
20100818,IF1008,1,long,1082671.7999999998,False
20100819,IF1008,1,long,1082690.7999999998,True
20100820,,1,,1082690.7999999998,True
20100823,,1,,1092683.9999999998,
20100824,IF1009,1,short,1092684.9999999998,False
20100825,IF1009,1,short,1092742.5999999999,True
20100826,IF1009,1,short,1092733.1999999997,True
20100827,IF1009,1,short,1092726.3999999997,False
20100830,IF1009,1,short,1096696.5999999999,False
20100831,IF1009,1,short,1096716.3999999997,True
20100901,IF1009,1,long,1087039.3999999997,False
20100902,IF1009,1,long,1087078.3999999997,True
20100903,,1,,1071919.714285714,
20100906,IF1009,1,long,1071944.914285714,True
20100907,IF1009,1,long,1071949.3142857142,True
20100908,,1,,1073779.714285714,
20100909,,1,,1073779.714285714,
20100910,,1,,1073779.714285714,
20100913,IF1009,1,long,1073785.114285714,True
20100914,IF1009,1,short,1075758.114285714,True
20100915,IF1009,1,short,1075804.914285714,True
20100916,IF1009,1,short,1075857.3142857142,True
20100917,,1,,1075857.3142857142,True
20100920,IF1010,1,short,1105436.714285714,True
20100921,IF1010,1,short,1105438.3142857142,True
20100927,IF1010,1,long,1095447.714285714,True
