,0
annual_return,0.5463581720954669
annual_return_std,0.1325914341543982
return_std_ratio,4.120614393983034
maxdd,0.06943070265247697
total_fee_ratio,0.7425405241631312
total_trading_days,490.0
total_switching_times,393.0
