,0
annual_return,0.4686346329793516
annual_return_std,0.2940101457917414
return_std_ratio,1.5939403441924191
maxdd,0.12468257418041084
total_fee_ratio,0.740865149068394
total_trading_days,124.0
total_switching_times,123.0
