,FutureID,Action,Price,Fee,Profit,Amount,Date,ContractNum
20200519,IF2006,close_pos,3918.0,27.0342,-11453.8062,2100388.7506800015,20200519.0,1.0
20200519,IF2006,long,3918.0,27.0342,,2100361.7164800013,20200519.0,1.0
20200521,IF2006,close_pos,3908.0,26.9652,-3053.9994,2097334.7512800014,20200521.0,1.0
20200521,IF2006,short,3908.0,26.965200000000003,,2097307.7860800014,20200521.0,1.0
20200522,IF2006,close_pos,3861.0,26.6409,14046.3939,2111381.1451800014,20200522.0,1.0
20200522,IF2006,long,3861.0,26.640900000000002,,2111354.5042800014,20200522.0,1.0
20200525,IF2006,close_pos,3794.0,26.1786,-20152.819499999998,2091228.3256800014,20200525.0,1.0
20200525,IF2006,short,3794.0,26.178600000000003,,2091202.1470800014,20200525.0,1.0
20200529,IF2006,close_pos,3795.4,26.18826,-472.3668600000273,2090755.9588200015,20200529.0,1.0
20200529,IF2006,long,3795.4,26.18826,,2090729.7705600015,20200529.0,1.0
20200605,IF2006,close_pos,3962.0,27.337799999999998,49926.47393999997,2140682.4327600016,20200605.0,1.0
20200605,IF2006,short,3962.0,27.337799999999998,,2140655.0949600018,20200605.0,1.0
20200610,IF2006,close_pos,4020.0,27.738,-17455.075800000002,2123227.356960002,20200610.0,1.0
20200610,IF2006,long,4020.0,27.738,,2123199.618960002,20200610.0,1.0
20200611,IF2006,close_pos,4005.0,27.6345,-4555.3725,2118671.984460002,20200611.0,1.0
20200611,IF2006,short,4005.0,27.6345,,2118644.3499600017,20200611.0,1.0
20200612,IF2006,close_pos,3925.2,27.083879999999997,23885.281620000056,2142557.266080002,20200612.0,1.0
20200612,IF2006,long,3925.2,27.08388,,2142530.182200002,20200612.0,1.0
20200615,IF2006,close_pos,3966.0,27.3654,12185.550720000054,2154742.816800002,20200615.0,1.0
20200615,IF2007,short,3904.6,26.941739999999996,,2154715.875060002,20200615.0,1.0
20200616,IF2007,close_pos,3910.0,26.979,-1673.9207400000273,2153068.896060002,20200616.0,1.0
20200616,IF2007,long,3910.0,26.979,,2153041.917060002,20200616.0,1.0
20200618,IF2007,close_pos,3930.0,27.117,5945.9039999999995,2159014.800060002,20200618.0,1.0
20200618,IF2007,short,3930.0,27.117,,2158987.683060002,20200618.0,1.0
20200623,IF2007,close_pos,4029.2,27.801479999999998,-29814.918479999942,2129199.881580002,20200623.0,1.0
20200623,IF2007,long,4029.2,27.801479999999998,,2129172.0801000022,20200623.0,1.0
20200630,IF2007,close_pos,4099.8,28.28862,21123.90990000011,2150323.7914800025,20200630.0,1.0
20200630,IF2007,short,4099.8,28.28862,,2150295.5028600027,20200630.0,1.0
20200701,IF2007,close_pos,4141.4,28.575659999999996,-12536.864279999836,2137786.9272000026,20200701.0,1.0
20200701,IF2007,long,4141.4,28.57566,,2137758.3515400025,20200701.0,1.0
20200702,IF2007,close_pos,4220.0,29.118,23522.306340000112,2161309.2335400027,20200702.0,1.0
20200702,IF2007,short,4220.0,29.118,,2161280.115540003,20200702.0,1.0
20200707,IF2007,close_pos,4786.2,33.02478,-169922.14277999994,1991387.0907600028,20200707.0,1.0
20200707,IF2007,long,4786.2,33.02478,,1991354.0659800027,20200707.0,1.0
20200708,IF2007,close_pos,4741.0,32.7129,-13625.737679999946,1977761.3530800028,20200708.0,1.0
20200708,IF2007,short,4741.0,32.7129,,1977728.640180003,20200708.0,1.0
20200709,IF2007,close_pos,4748.0,32.7612,-2165.4741,1975595.8789800028,20200709.0,1.0
20200709,IF2007,long,4748.0,32.761199999999995,,1975563.1177800028,20200709.0,1.0
20200710,IF2007,close_pos,4798.6,33.11034,15114.128460000109,1990710.0074400029,20200710.0,1.0
20200710,IF2007,short,4798.6,33.11034,,1990676.897100003,20200710.0,1.0
20200713,IF2007,close_pos,4760.6,32.84814,11334.04152,2002044.048960003,20200713.0,1.0
20200713,IF2008,long,4748.0,32.761199999999995,,2002011.287760003,20200713.0,1.0
20200715,IF2008,close_pos,4816.8,33.23592,20574.002880000055,2022618.051840003,20200715.0,1.0
20200715,IF2008,short,4816.8,33.23592,,2022584.8159200032,20200715.0,1.0
20200722,IF2008,close_pos,4657.8,32.13882,47634.62526,2070252.6771000032,20200722.0,1.0
20200722,IF2008,long,4657.8,32.13882,,2070220.5382800032,20200722.0,1.0
20200724,IF2008,close_pos,4656.2,32.12778,-544.2666000001092,2069708.4105000033,20200724.0,1.0
20200724,IF2008,short,4656.2,32.12778,,2069676.2827200033,20200724.0,1.0
20200728,IF2008,close_pos,4544.8,31.35912,33356.51309999989,2103064.923600003,20200728.0,1.0
20200728,IF2008,long,4544.8,31.359120000000004,,2103033.564480003,20200728.0,1.0
20200729,IF2008,close_pos,4519.2,31.182479999999998,-7742.54160000011,2095322.382000003,20200729.0,1.0
20200729,IF2008,short,4519.2,31.182479999999998,,2095291.199520003,20200729.0,1.0
20200730,IF2008,close_pos,4673.0,32.2437,-46203.42618000006,2049118.955820003,20200730.0,1.0
20200730,IF2008,long,4673.0,32.243700000000004,,2049086.712120003,20200730.0,1.0
20200731,IF2008,close_pos,4653.2,32.107079999999996,-6004.350780000054,2043114.605040003,20200731.0,1.0
20200731,IF2008,short,4653.2,32.107079999999996,,2043082.497960003,20200731.0,1.0
20200803,IF2008,close_pos,4728.2,32.62458,-22564.73166,2020549.873380003,20200803.0,1.0
20200803,IF2008,long,4728.2,32.62458,,2020517.248800003,20200803.0,1.0
20200804,IF2008,close_pos,4753.2,32.79708,7434.57834,2027984.451720003,20200804.0,1.0
20200804,IF2008,short,4753.2,32.79708,,2027951.654640003,20200804.0,1.0
20200805,IF2008,close_pos,4742.6,32.72394,3114.4789799998366,2031098.930700003,20200805.0,1.0
20200805,IF2008,long,4742.6,32.72394,,2031066.206760003,20200805.0,1.0
20200806,IF2008,close_pos,4766.0,32.8854,6954.390659999891,2038053.321360003,20200806.0,1.0
20200806,IF2008,short,4766.0,32.8854,,2038020.435960003,20200806.0,1.0
20200810,IF2008,close_pos,4669.0,32.2161,29034.8985,2067088.2198600029,20200810.0,1.0
20200810,IF2008,long,4669.0,32.2161,,2067056.0037600028,20200810.0,1.0
20200811,IF2008,close_pos,4719.0,32.561099999999996,14935.2228,2082023.4426600027,20200811.0,1.0
20200811,IF2008,short,4719.0,32.561099999999996,,2081990.8815600027,20200811.0,1.0
20200812,IF2008,close_pos,4650.6,32.08914,20455.349759999892,2102478.7924200026,20200812.0,1.0
20200812,IF2008,long,4650.6,32.08914,,2102446.703280003,20200812.0,1.0
20200813,IF2008,close_pos,4645.6,32.05464,-1564.14378,2100914.6486400026,20200813.0,1.0
20200813,IF2008,short,4645.6,32.05464,,2100882.5940000024,20200813.0,1.0
20200821,IF2008,close_pos,4719.0,32.561099999999996,-22084.61573999989,2078830.0329000023,20200821.0,1.0
