,Win,transaction_fee
20200211,False,0.4699208423
20200212,True,0.4778167757999999
20200213,False,0.49886185569999997
20200217,True,0.5064677344999999
20200218,False,0.5182955206
20200219,False,0.5476071594499998
20200220,True,0.5522641488
20200221,False,0.5689906365
20200224,True,0.5998653479
20200225,False,0.61609229695
20200228,True,0.5297043387999999
20200303,True,0.53935993748
20200310,True,0.4884198864999999
20200313,False,0.48751749409999995
20200317,True,0.46450648789999993
20200318,True,0.47538031632
20200319,True,0.4735304118999999
20200325,False,0.44328415234999996
20200330,False,0.41103973819999995
20200402,True,0.4322459596
20200409,False,0.4469098360999999
20200414,True,0.42231964319999993
20200415,True,0.4340507443999999
20200416,False,0.4346147396499999
20200420,True,0.4498426113999999
20200428,True,0.4354043329999999
20200430,True,0.4602201239999999
20200506,True,0.4886454845999999
20200512,True,0.4954134275999999
20200513,True,0.4992485952999999
20200515,True,0.5158977350799999
20200519,False,0.5091104550999999
20200522,False,0.485035915
20200529,False,0.46914736309999994
20200601,True,0.4866151016999999
20200602,False,0.4947366332999999
20200603,True,0.5010984997199999
20200605,False,0.50042492825
20200618,True,0.4868406997999999
20200619,True,0.49541342759999996
20200622,False,0.5184244337999999
20200623,True,0.5184244337999999
20200624,False,0.52914034355
20200630,True,0.5274483578
20200701,True,0.5387282628
20200702,False,0.5515873545
20200706,True,0.5921950125
20200707,False,0.6337856336499998
20200708,True,0.6237787465
20200709,False,0.6483367110999999
20200713,True,0.6817574581999999
20200715,False,0.6476921451
20200722,False,0.6117737047499999
20200723,True,0.5973837687999999
20200729,True,0.5888110409999999
20200803,True,0.6262603255999999
20200807,True,0.6046029079999999
20200810,False,0.6039261136999999
