,0
annual_return,0.49804846361593635
annual_return_std,0.2101337500801193
return_std_ratio,2.370149789960164
maxdd,0.051770566850680266
total_fee_ratio,0.5675166141191134
total_trading_days,123.0
total_switching_times,58.0
