,0
annual_return,0.350788094300587
annual_return_std,0.2061226328443213
return_std_ratio,1.7018417117033795
daily_win_ratio,0.5523560209424084
trade_win_ratio,0.5867768595041323
maxdd,0.09347809603205459
total_fee_ratio,0.014308157349671323
total_trading_days,381.0
total_switching_times,242.0
