,Date,Time,FutureID,Action,Price,Profit,Amount
0,20190827,10:00:00,SH512710,long,1.0290000000000001,,102.90000000000002
0,20190827,14:55:00,SH512710,close_pos,1.036,0.19422264749998952,103.60000000000001
0,20190828,10:10:00,SH512710,long,1.04,,103.60000000000001
0,20190828,11:25:00,SH512710,close_pos,1.0333571428571429,-1.172109969250003,102.9357142857143
0,20190829,10:00:00,SH512710,long,1.047,,102.9357142857143
0,20190829,14:55:00,SH512710,close_pos,1.044,-0.8121454934999892,102.63571428571431
0,20190830,09:55:00,SH512710,long,1.056,,102.63571428571431
0,20190830,14:55:00,SH512710,close_pos,1.061,-0.018513634500010645,103.1357142857143
0,20190902,09:50:00,SH512710,long,1.082,,103.1357142857143
0,20190902,14:55:00,SH512710,close_pos,1.1159999999999999,2.8616471569999806,106.53571428571428
0,20190903,10:15:00,SH512710,long,1.119,,106.53571428571428
0,20190903,14:55:00,SH512710,close_pos,1.13,0.5491558034999899,107.63571428571427
0,20190905,09:45:00,SH512710,long,1.128,,107.63571428571427
0,20190905,14:55:00,SH512710,close_pos,1.126,-0.7520688390000001,107.43571428571427
0,20190906,11:15:00,SH512710,long,1.1340000000000001,,107.43571428571427
0,20190906,13:25:00,SH512710,close_pos,1.1273571428571427,-1.2181565272500252,106.77142857142853
0,20190909,13:10:00,SH512710,long,1.1340000000000001,,106.77142857142853
0,20190909,14:55:00,SH512710,close_pos,1.143,0.34229780549998967,107.67142857142852
0,20190910,09:40:00,SH512710,long,1.155,,107.67142857142852
0,20190910,10:05:00,SH512710,close_pos,1.1425714285714283,-1.8055978665000247,106.42857142857136
0,20190912,14:25:00,SH512710,long,1.1179999999999999,,106.42857142857136
0,20190912,14:55:00,SH512710,close_pos,1.1179999999999999,-0.5476601259999999,106.42857142857136
0,20190916,09:40:00,SH512710,long,1.123,,106.42857142857136
0,20190916,14:15:00,SH512710,close_pos,1.1187142857142858,-0.977631145999994,105.99999999999994
0,20190919,14:30:00,SH512710,long,1.0859999999999999,,105.99999999999994
0,20190919,14:55:00,SH512710,close_pos,1.088,-0.3324745589999776,106.19999999999996
0,20190924,10:35:00,SH512710,long,1.082,,106.19999999999996
0,20190924,14:55:00,SH512710,close_pos,1.082,-0.530025274,106.19999999999996
0,20190927,11:00:00,SH512710,long,1.038,,106.19999999999996
0,20190927,13:40:00,SH512710,close_pos,1.0330714285714286,-1.0001215612499965,105.70714285714283
0,20190930,13:40:00,SH512710,long,1.0290000000000001,,105.70714285714283
0,20190930,14:55:00,SH512710,close_pos,1.02,-1.401858496500012,104.80714285714282
0,20191009,14:20:00,SH512710,long,1.008,,104.80714285714282
0,20191009,14:55:00,SH512710,close_pos,1.0070000000000001,-0.593530927499989,104.70714285714283
0,20191011,13:45:00,SH512710,long,1.013,,104.70714285714283
0,20191011,14:55:00,SH512710,close_pos,1.011,-0.6957352840000002,104.50714285714282
0,20191014,10:00:00,SH512710,long,1.021,,104.50714285714282
0,20191014,14:55:00,SH512710,close_pos,1.0270000000000001,0.09838643200002273,105.10714285714285
0,20191016,11:20:00,SH512710,long,1.012,,105.10714285714285
0,20191016,11:30:00,SH512710,close_pos,1.0072857142857143,-0.9660091924999956,104.63571428571429
0,20191022,09:40:00,SH512710,long,0.99,,104.63571428571429
0,20191022,14:55:00,SH512710,close_pos,0.997,0.21332707050000066,105.33571428571429
0,20191025,13:45:00,SH512710,long,0.991,,105.33571428571429
0,20191025,14:55:00,SH512710,close_pos,0.9990000000000001,0.3125922850000118,106.1357142857143
0,20191028,10:40:00,SH512710,long,1.018,,106.1357142857143
0,20191028,14:55:00,SH512710,close_pos,1.024,0.09985600300000053,106.7357142857143
0,20191101,10:05:00,SH512710,long,1.0,,106.7357142857143
0,20191101,14:55:00,SH512710,close_pos,1.004,-0.0908367139999996,107.1357142857143
0,20191104,11:05:00,SH512710,long,1.008,,107.1357142857143
0,20191104,13:30:00,SH512710,close_pos,1.0032857142857141,-0.9640497645000179,106.66428571428571
0,20191105,13:05:00,SH512710,long,1.004,,106.66428571428571
0,20191105,14:55:00,SH512710,close_pos,1.006,-0.2923062849999998,106.86428571428571
0,20191112,13:45:00,SH512710,long,0.9790000000000001,,106.86428571428571
0,20191112,14:55:00,SH512710,close_pos,0.978,-0.5793250745000111,106.7642857142857
0,20191113,10:15:00,SH512710,long,0.98,,106.7642857142857
0,20191113,14:15:00,SH512710,close_pos,0.9765714285714285,-0.8220772480000018,106.42142857142856
0,20191114,14:15:00,SH512710,long,0.983,,106.42142857142856
0,20191114,14:55:00,SH512710,close_pos,0.981,-0.6810395740000001,106.22142857142856
0,20191115,13:40:00,SH512710,long,0.981,,106.22142857142856
0,20191115,14:25:00,SH512710,close_pos,0.9777857142857143,-0.801191018250001,105.89999999999999
0,20191118,13:50:00,SH512710,long,0.976,,105.89999999999999
0,20191118,14:55:00,SH512710,close_pos,0.976,-0.47810043199999996,105.89999999999999
0,20191119,09:50:00,SH512710,long,0.981,,105.89999999999999
0,20191119,14:55:00,SH512710,close_pos,0.991,0.5170009980000009,106.89999999999999
0,20191120,09:45:00,SH512710,long,0.992,,106.89999999999999
0,20191120,11:15:00,SH512710,close_pos,0.9879285714285714,-0.8920837922500042,106.49285714285713
0,20191121,10:40:00,SH512710,long,0.991,,106.49285714285713
0,20191121,14:10:00,SH512710,close_pos,0.9869285714285713,-0.8915939352500154,106.08571428571426
0,20191122,09:50:00,SH512710,long,0.996,,106.08571428571426
0,20191122,10:55:00,SH512710,close_pos,0.9904285714285713,-1.04367582750001,105.5285714285714
0,20191202,09:55:00,SH512710,long,0.985,,105.5285714285714
0,20191202,13:45:00,SH512710,close_pos,0.9817857142857145,-0.8031504462499789,105.20714285714284
0,20191203,11:30:00,SH512710,long,0.985,,105.20714285714284
0,20191203,14:55:00,SH512710,close_pos,0.9890000000000001,-0.08348885899998854,105.60714285714285
0,20191204,09:40:00,SH512710,long,0.993,,105.60714285714285
0,20191204,14:55:00,SH512710,close_pos,1.004,0.6108777855000009,106.70714285714284
0,20191205,09:45:00,SH512710,long,1.006,,106.70714285714284
0,20191205,14:55:00,SH512710,close_pos,1.013,0.20548935849998956,107.40714285714283
0,20191206,14:30:00,SH512710,long,1.011,,107.40714285714283
0,20191206,14:55:00,SH512710,close_pos,1.013,-0.29573528399999977,107.60714285714283
0,20191210,13:50:00,SH512710,long,1.0090000000000001,,107.60714285714283
0,20191210,14:55:00,SH512710,close_pos,1.013,-0.09524542700002181,108.00714285714281
0,20191211,10:05:00,SH512710,long,1.014,,108.00714285714281
0,20191211,11:05:00,SH512710,close_pos,1.0086428571428572,-1.031117166749998,107.47142857142853
0,20191212,13:05:00,SH512710,long,1.013,,107.47142857142853
0,20191212,13:55:00,SH512710,close_pos,1.009142857142857,-0.8809947025000145,107.08571428571423
0,20191213,14:15:00,SH512710,long,1.013,,107.08571428571423
0,20191213,14:55:00,SH512710,close_pos,1.0170000000000001,-0.09720485499997744,107.48571428571425
0,20191216,09:40:00,SH512710,long,1.021,,107.48571428571425
0,20191216,14:55:00,SH512710,close_pos,1.038,1.1956922185000127,109.18571428571427
0,20191217,09:40:00,SH512710,long,1.044,,109.18571428571427
0,20191217,14:55:00,SH512710,close_pos,1.052,0.2866298640000007,109.98571428571427
0,20191219,14:30:00,SH512710,long,1.0490000000000002,,109.98571428571427
0,20191219,14:55:00,SH512710,close_pos,1.047,-0.7133701360000224,109.78571428571425
0,20191224,11:25:00,SH512710,long,1.022,,109.78571428571425
0,20191224,14:55:00,SH512710,close_pos,1.026,-0.10161356799999965,110.18571428571425
0,20191225,09:55:00,SH512710,long,1.028,,110.18571428571425
0,20191225,14:55:00,SH512710,close_pos,1.032,-0.10455270999999966,110.58571428571426
0,20191227,09:45:00,SH512710,long,1.04,,110.58571428571426
0,20191227,14:55:00,SH512710,close_pos,1.034,-1.1079817090000006,109.98571428571427
0,20191230,11:20:00,SH512710,long,1.0390000000000001,,109.98571428571427
0,20191230,14:55:00,SH512710,close_pos,1.041,-0.309451280000022,110.18571428571424
0,20200102,09:50:00,SH512710,long,1.0490000000000002,,110.18571428571424
0,20200102,14:55:00,SH512710,close_pos,1.063,0.882711007999979,111.58571428571422
0,20200103,10:30:00,SH512710,long,1.068,,111.58571428571422
0,20200103,14:55:00,SH512710,close_pos,1.077,0.37462836749998973,112.48571428571421
0,20200106,11:25:00,SH512710,long,1.101,,112.48571428571421
0,20200106,14:15:00,SH512710,close_pos,1.094785714285714,-1.1592390727500235,111.86428571428561
0,20200107,13:05:00,SH512710,long,1.104,,111.86428571428561
0,20200107,14:55:00,SH512710,close_pos,1.104,-0.540802128,111.86428571428561
0,20200113,11:00:00,SH512710,long,1.087,,111.86428571428561
0,20200113,14:55:00,SH512710,close_pos,1.1,0.7643413705000123,113.16428571428563
0,20200115,14:20:00,SH512710,long,1.084,,113.16428571428563
0,20200115,14:55:00,SH512710,close_pos,1.082,-0.7305151310000002,112.96428571428562
0,20200116,09:40:00,SH512710,long,1.0859999999999999,,112.96428571428562
0,20200116,14:55:00,SH512710,close_pos,1.091,-0.03320934449998836,113.46428571428564
0,20200120,10:05:00,SH512710,long,1.095,,113.46428571428564
0,20200120,14:55:00,SH512710,close_pos,1.1,-0.03761805749998848,113.96428571428565
0,20200122,13:05:00,SH512710,long,1.083,,113.96428571428565
0,20200122,14:55:00,SH512710,close_pos,1.091,0.26752544100000075,114.76428571428565
0,20200204,10:30:00,SH512710,long,0.972,,114.76428571428565
0,20200204,11:05:00,SH512710,close_pos,0.9625714285714285,-1.4166888210000024,113.8214285714285
0,20200205,09:40:00,SH512710,long,0.983,,113.8214285714285
0,20200205,14:55:00,SH512710,close_pos,1.005,1.7130821419999909,116.02142857142849
0,20200206,10:10:00,SH512710,long,1.0190000000000001,,116.02142857142849
0,20200206,14:55:00,SH512710,close_pos,1.0290000000000001,0.4983864320000009,117.02142857142849
0,20200207,10:45:00,SH512710,long,1.042,,117.02142857142849
0,20200207,11:00:00,SH512710,close_pos,1.030857142857143,-1.6219875049999979,115.90714285714277
0,20200211,13:45:00,SH512710,long,1.046,,115.90714285714277
0,20200211,14:55:00,SH512710,close_pos,1.04,-1.1109208510000004,115.30714285714278
0,20200212,13:20:00,SH512710,long,1.0490000000000002,,115.30714285714278
0,20200212,14:55:00,SH512710,close_pos,1.055,0.08467043599997837,115.90714285714276
0,20200214,10:45:00,SH512710,long,1.052,,115.90714285714276
0,20200214,13:15:00,SH512710,close_pos,1.0462142857142858,-1.0924839062499996,115.32857142857134
0,20200217,10:00:00,SH512710,long,1.087,,115.32857142857134
0,20200217,14:55:00,SH512710,close_pos,1.109,1.662137014000002,117.52857142857134
0,20200218,14:10:00,SH512710,long,1.1320000000000001,,117.52857142857134
0,20200218,14:55:00,SH512710,close_pos,1.133,-0.45476305250001103,117.62857142857133
0,20200219,10:40:00,SH512710,long,1.137,,117.62857142857133
0,20200219,14:20:00,SH512710,close_pos,1.1275714285714284,-1.4975152260000135,116.68571428571418
0,20200220,13:20:00,SH512710,long,1.128,,116.68571428571418
0,20200220,14:55:00,SH512710,close_pos,1.133,-0.0537833384999884,117.1857142857142
0,20200221,09:40:00,SH512710,long,1.138,,117.1857142857142
0,20200221,14:55:00,SH512710,close_pos,1.171,2.7344600935000143,120.48571428571421
0,20200224,13:10:00,SH512710,long,1.175,,120.48571428571421
